Server,SessionID,Type,Bot,Delay,Chan,CPU,Addr,Site,Vendor,Sport,Visitor,Home,Packets,SQL Defers,Meta,Packet Errors,BufferLen,Protocol Errors,Connected Time,Last Update
BSWest,636788468005803152,JASON(RT),1106,0,0,0.000 %,136.33.82.6:37634,,Sportzcast,,        ,        ,9,0,0,0,0,0,2018-11-26 16:33:20,2018-11-26 16:33:47
BSWest,636788468085334402,BOT,922,0,0,0.000 %,75.23.152.202:51476,LSPN.live,Fairplay Proline,Baseball,VISITOR ,HOME    ,111,0,0,0,0,0,2018-11-26 16:33:28,2018-11-26 16:33:50
BSWest,636788468086584403,BOT,1124,0,0,0.000 %,150.250.180.202:51540,Rowan Universtiy,Nevco,Basketball,        ,        ,0,0,0,0,0,0,2018-11-26 16:33:28,2018-11-26 16:33:50
BSWest,636788468196428152,BOT,514,0,0,0.000 %,Internal,Oberlin College,Daktronics,Football,        ,        ,0,0,0,0,0,0,2018-11-26 16:33:39,2018-11-26 16:33:39
BSWest,636788468199240652,BOT,507,0,0,0.000 %,132.162.168.118:55452,Oberlin College,Daktronics,Basketball,        ,        ,0,0,0,0,0,0,2018-11-26 16:33:39,2018-11-26 16:33:40
BSWest,636788468201896902,BOT,750,0,0,0.000 %,70.165.99.2:45094,Kansas Wesleyan University,Daktronics,Football,        ,        ,0,0,0,0,0,0,2018-11-26 16:33:40,2018-11-26 16:33:40
BSWest,636788468202990652,BOT,315,0,0,0.000 %,165.234.132.109:56115,Dickinson State University,Daktronics,Basketball,        ,        ,0,0,0,0,0,0,2018-11-26 16:33:40,2018-11-26 16:33:40
BSWest,636788468204396902,STREAM(DL),507,100,0,0.000 %,132.162.118.209:50447,,Sportzcast,,        ,        ,3,0,0,0,0,0,2018-11-26 16:33:40,2018-11-26 16:33:49
BSWest,636788468207834402,BOT,282,0,0,0.000 %,66.210.181.178:58869,Mount St Mary Catholic High School,Daktronics,Football,        ,        ,0,0,0,0,0,0,2018-11-26 16:33:40,2018-11-26 16:33:40
BSWest,636788468209709403,BOT,908,0,0,0.000 %,76.70.16.105:56485,Richcraft Sensplex - Scotiabank,OES,Hockey,        ,        ,0,0,0,0,0,0,2018-11-26 16:33:40,2018-11-26 16:33:41
BSWest,636788468215959402,BOT,454,0,0,0.000 %,128.253.14.232:58243,Cornell University,Daktronics,Hockey,AWAY    ,HOME    ,0,0,0,0,0,0,2018-11-26 16:33:41,2018-11-26 16:33:41
BSWest,636788468217365652,BOT,909,0,0,0.000 %,76.70.16.105:52900,Richcraft Sensplex - HEO,OES,Hockey,        ,        ,0,0,0,0,0,0,2018-11-26 16:33:41,2018-11-26 16:33:41
BSWest,636788468217521902,BOT,347,0,0,0.000 %,192.77.143.153:26554,Lebanon Valley College,Daktronics,Football,        ,        ,0,0,0,0,0,0,2018-11-26 16:33:41,2018-11-26 16:33:41
BSWest,636788468226115652,BOT,465,0,0,0.000 %,12.18.188.226:26678,Ladera Sports Center - Court 2,Daktronics,Basketball,        ,        ,0,0,0,0,0,0,2018-11-26 16:33:42,2018-11-26 16:33:42
BSWest,636788468230490652,BOT,243,0,0,0.000 %,198.110.216.31:12909,Lake Superior State University,Daktronics,Hockey,        ,        ,0,0,0,0,0,0,2018-11-26 16:33:43,2018-11-26 16:33:43
BSWest,636788468233928152,BOT,916,0,0,0.000 %,152.26.91.246:57386,Panther Creek High School,Daktronics,Football,ATHENS  ,PANT CRK,0,0,0,0,0,0,2018-11-26 16:33:43,2018-11-26 16:33:43
BSWest,636788468245021902,BOT,450,0,0,0.000 %,198.51.49.31:30451,Union College,Daktronics,Basketball,        ,        ,0,0,0,0,0,0,2018-11-26 16:33:44,2018-11-26 16:33:44
BSWest,636788468252053152,BOT,1023,0,0,0.000 %,72.2.49.226:20984,Roll.Focus. Productions ,Nevco,Basketball,        ,        ,0,0,0,0,0,0,2018-11-26 16:33:45,2018-11-26 16:33:45
BSWest,636788468252834402,BOT,400,0,0,0.000 %,134.224.220.1:22288,Augusta University,Daktronics,Basketball,        ,        ,0,0,0,0,0,0,2018-11-26 16:33:45,2018-11-26 16:33:45
BSWest,636788468254865652,BOT,849,0,0,0.000 %,153.106.54.230:59371,Calvin College,Daktronics 4000,Soccer,        ,        ,0,0,0,0,0,0,2018-11-26 16:33:45,2018-11-26 16:33:45
BSWest,636788468255334402,BOT,186,0,0,0.000 %,64.8.149.162:3652,Lakeview School,Daktronics,Basketball,        ,        ,0,0,0,0,0,0,2018-11-26 16:33:45,2018-11-26 16:33:45
BSWest,636788468255334403,BOT,528,0,0,0.000 %,24.104.129.46:17671,ESE Network,Daktronics,Football,MARIST  ,LOVETT  ,0,0,0,0,0,0,2018-11-26 16:33:45,2018-11-26 16:33:45
BSWest,636788468255490652,BOT,732,0,0,0.000 %,65.23.34.131:57649,Heritage Hall High School,Fairplay,Football,        ,        ,0,0,0,0,0,0,2018-11-26 16:33:45,2018-11-26 16:33:45
BSWest,636788468256271902,BOT,471,0,0,0.000 %,12.18.188.226:6412,Ladera Sports Center - Court 5,Daktronics,Basketball,        ,        ,0,0,0,0,0,0,2018-11-26 16:33:45,2018-11-26 16:33:45
BSWest,636788468257365653,BOT,518,0,0,0.000 %,204.9.150.206:28232,Steubenville City Schools,Daktronics,Football,        ,        ,0,0,0,0,0,0,2018-11-26 16:33:45,2018-11-26 16:33:45
BSWest,636788468264709402,BOT,1535,0,0,0.000 %,98.164.42.6:55264,Broken Arrow Public Schools,Spectrum V2W,Football,        ,        ,0,0,0,0,0,0,2018-11-26 16:33:46,2018-11-26 16:33:46
BSWest,636788468281271902,XML(RT),243,0,0,0.000 %,198.110.216.30:33989,,Sportzcast,,        ,        ,0,0,0,0,0,0,2018-11-26 16:33:48,2018-11-26 16:33:48
BSWest,636788468283303152,BOT,484,0,0,0.000 %,136.168.5.225:56264,CSU Bakersfield,Daktronics,Volleyball,        ,        ,0,0,0,0,0,0,2018-11-26 16:33:48,2018-11-26 16:33:48
BSWest,636788468286271902,BOT,1106,0,0,0.000 %,136.33.82.6:54732,NKCA Baseball Field 3 - Wiar,Nevco,Baseball,        ,        ,0,0,0,0,0,0,2018-11-26 16:33:48,2018-11-26 16:33:50
BSWest,636788468286428152,BOT,1102,0,0,0.000 %,136.33.82.6:52702,NKCA Baseball Field 5 - Taylor,Nevco,Baseball,        ,        ,0,0,0,0,0,0,2018-11-26 16:33:48,2018-11-26 16:33:50
BSWest,636788468286584402,BOT,1087,0,0,0.000 %,50.233.20.222:52883,Johnson University,Nevco,Basketball,        ,        ,0,0,0,0,0,0,2018-11-26 16:33:48,2018-11-26 16:33:50
BSWest,636788468293928152,BOT,879,0,0,0.000 %,64.250.101.58:53836,Milwaukee Admirals,Daktronics,Hockey,3       ,69      ,0,0,0,0,0,0,2018-11-26 16:33:49,2018-11-26 16:33:49
BSWest,636788468294396902,BOT,905,0,0,0.000 %,76.70.16.105:54515,Richcraft Sensplex - Canadian Tire,OES,Hockey,        ,        ,0,0,0,0,0,0,2018-11-26 16:33:49,2018-11-26 16:33:49
BSWest,636788468298146902,BOT,1511,0,0,0.000 %,152.26.91.248:20004,Sanderson High School,Fairplay,Football,G HOPE  ,S'DERSON,0,0,0,0,0,0,2018-11-26 16:33:49,2018-11-26 16:33:49
BSWest,636788468303928152,BOT,810,0,0,0.000 %,198.49.125.27:14671,,Sportzcast,,VISITOR ,HOME    ,0,0,0,0,0,0,2018-11-26 16:33:50,2018-11-26 16:33:50
